age,gender,job_type,daily_social_media_time,social_platform_preference,number_of_notifications,work_hours_per_day,perceived_productivity_score,actual_productivity_score,stress_level,sleep_hours,screen_time_before_sleep,breaks_during_work,uses_focus_apps,has_digital_wellbeing_enabled,coffee_consumption_per_day,days_feeling_burnout_per_month,weekly_offline_hours,job_satisfaction_score
24,Female,Finance,4.304378766,TikTok,66,5.73417276,8.762330988,8.110736019,9,7.093471091,2.935799247,10,FALSE,FALSE,3,29,9.048320464,8.932270366
50,Male,Student,0,Telegram,60,4.618002074,8.489558982,6.806179984,1,9.237988823,1.128348066,0,FALSE,FALSE,2,15,0,6.140658981
43,Female,IT,0.093304965,Telegram,52,9.506119639,5.572042336,4.566429815,9,7.265877279,1.139977759,4,TRUE,TRUE,1,28,8.064966051,4.308154107
62,Male,IT,0,Instagram,52,10.74596055,8.392297259,7.739635446,,8.048781484,1.057600867,3,FALSE,FALSE,5,9,24.91834233,7.545312548
37,Male,Education,3.214083749,Telegram,69,7.806163206,3.967576743,3.733682551,10,6.539622005,0.93556471,0,TRUE,FALSE,1,26,1.804838295,4.038380381
20,Male,Education,3.896850623,Telegram,69,7.993018016,6.241540301,5.942922659,2,7.406290261,0.779004352,9,FALSE,TRUE,2,13,13.18905629,
21,Male,IT,3.5030358,Twitter,68,4.692072968,3.796175479,,3,,0.333089592,6,FALSE,FALSE,3,6,18.30501704,2.414350148
43,Male,Unemployed,2.002031694,Facebook,59,6.671578057,,3.719034259,2,,1.238633392,6,FALSE,FALSE,2,0,5.416498881,3.531044936
28,Male,Unemployed,1.79478558,Facebook,54,3.923311966,4.897049069,4.003226613,6,6.634488772,1.005675541,2,FALSE,FALSE,5,10,12.06679299,4.341232386
19,Female,Unemployed,3.3332557,Telegram,49,9.191156155,2.940593074,2.166431706,8,3.824624105,0.72596415,3,TRUE,TRUE,2,15,0,2.530547109
31,Male,Student,,Facebook,69,6.813499409,7.584210746,7.044172366,8,,1.116661267,4,TRUE,TRUE,1,20,17.86254707,6.929983622
61,Female,Health,3.085120573,Twitter,61,11.10510782,8.536614464,8.15213589,6,7.056945371,0.762292383,9,FALSE,FALSE,3,29,19.93935034,10
47,Female,Health,,Telegram,44,11.73812293,5.009630406,5.099575618,1,6.936377394,0,5,FALSE,FALSE,1,3,12.22279268,6.825044007
29,Female,Education,1.734462935,Instagram,51,6.983815579,5.71863303,4.719411229,10,5.606244992,1.526954725,6,FALSE,FALSE,1,31,6.97305032,3.668689584
43,Male,Finance,5.757263793,TikTok,49,8.8872003,5.63338413,5.290250015,1,7.050959682,0.087886793,7,TRUE,FALSE,0,5,9.395596729,4.724252565
61,Female,Health,12.78170913,Twitter,58,11.61770549,5.400657839,,,8.524705901,1.15981239,9,FALSE,FALSE,0,2,9.262830386,4.669216483
50,Male,Finance,2.102028791,Facebook,64,7.491644731,5.885088622,5.55381067,2,7.151382554,1.338848729,0,FALSE,FALSE,0,19,3.46623423,4.908533589
30,Female,Finance,3.008010209,TikTok,52,7.04846782,6.173062287,4.866733538,5,6.948546325,0,0,FALSE,FALSE,5,9,12.23512103,3.86086337
31,Female,Unemployed,0.324854321,Facebook,55,7.69373685,7.437153764,6.708470622,7,6.991692224,0.67635525,9,FALSE,FALSE,3,30,8.285476671,5.586721684
41,Male,Unemployed,3.3172039,TikTok,52,7.720985912,7.541158105,6.344611086,5,7.475750854,0.817180305,6,FALSE,FALSE,1,19,7.852303403,6.49083747
51,Male,Unemployed,3.836429968,TikTok,49,6.623559368,5.771350054,5.126185765,6,8.010201474,2.311135507,8,FALSE,FALSE,6,14,0,4.454215655
61,Male,IT,0.465210268,TikTok,59,9.932509346,6.538693192,,5,7.429868601,1.486535479,9,FALSE,TRUE,2,4,5.113310396,6.132996709
43,Female,Health,1.60285523,Twitter,66,6.53599927,3.414693626,2.858016851,9,4.632394441,1.712848458,5,FALSE,FALSE,2,23,11.78115854,3.313323154
38,Female,Health,1.663438573,Telegram,60,3.882346212,7.836457444,7.787522439,6,7.494353898,0.287478006,1,FALSE,FALSE,1,13,9.954604619,7.625565026
45,Female,Finance,0,Instagram,48,6.777841173,4.37884363,,10,8.425356917,,0,FALSE,TRUE,4,21,0.661711168,5.421717318
65,Male,Finance,3.483772385,Facebook,59,5.176625226,5.943213594,,2,7.68498998,1.319628265,2,FALSE,FALSE,2,24,26.30859041,5.31287414
53,Male,Unemployed,,TikTok,61,4.318494684,8.614831607,7.987654567,5,9.197089614,1.138323531,3,FALSE,FALSE,2,19,1.514309257,9.027473393
57,Male,IT,1.162319966,Facebook,56,6.919117305,6.247013522,,9,7.149819729,0,9,FALSE,TRUE,5,26,16.31252054,4.179796753
19,Female,Unemployed,2.414884262,Telegram,57,6.445169054,4.726751074,4.041870581,8,7.256788156,0.379639255,10,FALSE,FALSE,5,1,2.364520703,
59,Male,Student,2.941762351,TikTok,44,4.641971827,6.245072009,5.734921278,3,6.731439727,0,4,FALSE,FALSE,3,6,2.110766889,5.469174645
26,Male,Health,0,Facebook,61,4.815681672,5.295189968,4.553210535,,7.569206369,0.832405731,8,FALSE,FALSE,1,4,3.012136773,4.617567591
40,Female,Unemployed,2.884983963,TikTok,59,5.783870147,7.764872376,,4,7.059896878,2.341440276,6,FALSE,FALSE,4,9,18.62534658,
32,Female,Unemployed,1.442842667,Telegram,60,3.295138161,5.356668953,4.960618972,5,6.585261239,0.848153111,9,FALSE,FALSE,5,21,12.04583525,3.070279299
30,Female,Health,,Instagram,68,7.973687415,5.887891207,5.0889952,9,5.506170921,0.81513485,2,FALSE,FALSE,1,17,22.90443085,5.314021377
40,Male,IT,4.363828023,Instagram,54,8.494818759,8.012047626,,2,7.020525425,0,10,FALSE,FALSE,2,31,5.305831702,6.980074339
34,Female,IT,1.422075083,Instagram,77,9.523685349,6.94329712,6.570757133,1,3.087051355,1.637595746,5,FALSE,FALSE,1,19,30.30196393,6.032555207
65,Female,Student,6.31333068,Twitter,64,10.70969426,6.133828731,5.253834182,6,7.407262804,0.330961571,6,TRUE,FALSE,0,0,23.53045997,5.087338485
19,Female,Finance,3.109443843,Instagram,59,8.473710623,6.478732798,5.261076178,9,6.496857686,1.531237145,7,FALSE,TRUE,3,19,11.06908902,5.099442083
37,Male,Health,3.027300808,Instagram,61,7.261199809,4.875977414,4.601521459,5,6.600752558,0,0,TRUE,FALSE,2,13,4.425103334,3.816102658
37,Male,Finance,4.054891858,Telegram,60,8.894107523,6.162709325,6.193992515,10,5.698773684,0.313225231,8,FALSE,FALSE,0,10,18.0820701,5.848958751
63,Male,Health,,Facebook,52,8.064863926,3.900318191,3.836119205,5,7.064140038,0.762217689,4,TRUE,FALSE,2,23,2.565132289,2.369817532
20,Female,IT,,TikTok,56,7.356125872,,7.005717588,9,5.822338141,0.506989433,9,FALSE,FALSE,3,3,4.712739003,7.257530538
29,Male,Unemployed,5.396124029,Telegram,48,8.050590989,2.732667255,2.750699744,9,7.812319583,0.390374014,1,FALSE,FALSE,1,20,10.12253957,3.896833937
57,Female,IT,,TikTok,46,3.922335868,8.5736697,8.265316129,9,8.174225211,0.618080621,8,FALSE,FALSE,3,30,6.922181313,9.070591809
19,Female,IT,2.357399592,Telegram,58,5.19135642,7.720550724,6.850639412,1,6.543754708,0.68306734,2,TRUE,FALSE,5,3,20.8785022,6.664531419
53,Female,Student,2.758257587,Twitter,64,8.783211295,7.244914758,6.214496462,5,5.846485979,0.229202446,2,TRUE,FALSE,1,5,19.56231335,6.934112419
31,Male,Health,2.57988004,TikTok,57,4.404523474,6.969039462,6.501564308,4,4.350043341,0.005491564,5,FALSE,TRUE,1,26,11.31689931,6.232945424
33,Female,IT,2.38242713,Twitter,53,6.714710251,8.478311071,7.532670836,3,,2.044510658,2,TRUE,FALSE,1,0,6.711755129,
36,Female,Unemployed,0.047180274,Instagram,63,9.18759255,2.89148027,2.780725103,8,6.335442751,1.453772897,5,FALSE,FALSE,3,6,4.130209964,1.719529874
51,Male,Student,2.857211991,TikTok,47,6.933404768,2.281870539,3.37346755,4,7.702107161,1.944247938,10,FALSE,FALSE,0,27,0,
61,Other,Finance,2.342960404,Telegram,55,3.329537081,2.840713851,1.910825448,4,7.431735078,1.602480527,1,FALSE,FALSE,4,30,15.51678414,5.128684589
63,Male,Student,5.16167818,TikTok,67,9.599347827,7.685020348,7.361592275,,6.145557503,,0,TRUE,FALSE,3,13,8.195169704,6.626131534
23,Female,Student,2.850539043,Telegram,54,8.969835015,3.604936516,3.223503846,7,5.497682212,2.838278408,4,TRUE,FALSE,2,18,10.06656168,3.954104376
30,Male,Education,0,Instagram,73,9.129998108,3.095214954,2.607322907,6,3.40497182,0.650036599,4,FALSE,FALSE,3,22,3.99757339,3.043499968
53,Female,Finance,2.179136927,Facebook,57,11.03298369,7.403534672,6.680256721,10,7.247982654,0.116445874,5,FALSE,FALSE,4,9,13.60815464,6.501253158
39,Female,Education,4.093867254,Telegram,63,9.758969287,5.553182603,,3,6.875151956,0.08842467,6,FALSE,FALSE,4,11,7.962376734,6.204189635
35,Male,Unemployed,0,TikTok,63,8.01846709,6.366386291,6.239169384,4,8.479807001,0.244598291,10,FALSE,TRUE,1,31,8.398208583,5.343205663
29,Female,Health,0,Instagram,66,8.972154147,2.563172512,2.433868673,10,8.091831694,1.604163602,10,TRUE,FALSE,2,5,11.84796321,
47,Female,Student,3.996372876,Facebook,65,8.93795614,6.099841061,5.081176908,7,3.012580804,1.470931086,1,FALSE,FALSE,1,21,9.450391651,5.074103208
57,Female,Student,4.883792559,Instagram,60,1.004456516,4.409630265,3.728137597,5,7.069778623,1.417210773,1,FALSE,TRUE,2,0,5.447449297,4.382226696
24,Male,Student,4.406304835,Instagram,59,8.851904949,4.292813414,3.481230464,9,6.566171563,1.700750477,5,FALSE,FALSE,2,15,8.380019319,2.823574926
49,Male,Student,5.039703634,Facebook,62,4.335798544,4.744208082,,8,,0.244371547,4,TRUE,FALSE,2,21,14.10579209,
65,Female,Education,0.959289397,Twitter,58,4.98622351,6.641746698,6.879507491,6,5.96795417,,3,FALSE,FALSE,2,20,0,7.58452405
36,Male,Health,3.514497951,Telegram,68,9.502670199,7.683250986,6.713531695,5,6.276740152,0.88548576,6,FALSE,FALSE,1,12,0,7.23145098
23,Female,Education,3.733198179,Telegram,68,7.184057976,3.445450944,2.624215999,3,5.676021997,0.659769944,5,FALSE,FALSE,1,3,11.42234079,
37,Male,Student,5.275546884,Instagram,54,4.911154693,8.292604498,7.497862848,4,7.543001165,0.638044239,1,FALSE,FALSE,2,10,13.25062895,
44,Male,Health,4.985361666,Facebook,70,7.79106977,6.31695555,6.503635402,2,6.38354702,1.025102709,5,FALSE,FALSE,3,10,8.050259632,6.020583322
60,Female,Finance,4.4328298,Instagram,55,5.922295738,4.389537861,3.938944361,8,3.943567379,0.873154737,4,FALSE,FALSE,1,10,7.213333032,3.498966862
54,Female,Education,1.785506982,TikTok,45,6.569834789,4.426415203,,8,,0.684990229,7,FALSE,FALSE,1,28,13.59328838,3.912890468
65,Female,IT,0,Twitter,65,5.394104987,8.418613261,6.835595393,1,4.696540573,0.390095823,6,FALSE,FALSE,2,4,6.581190651,5.646940405
24,Female,Finance,0,Twitter,60,7.788643627,7.310134378,5.554525644,1,6.477825486,1.293556018,6,FALSE,FALSE,2,17,10.8338204,6.518946541
22,Female,Finance,,Facebook,65,7.582156015,3.09841608,3.096654222,5,4.481813999,0.518242288,3,FALSE,FALSE,2,22,1.923581134,3.744692
28,Female,Student,4.673790697,Twitter,73,6.906387493,7.3939509,7.177546529,9,4.242720637,0.510253641,1,FALSE,FALSE,1,23,13.61139064,6.621835775
32,Other,Student,1.54006133,Facebook,63,5.282923956,6.926380819,6.610002701,6,9.494439409,1.492349564,5,FALSE,FALSE,3,5,17.49668737,6.05686558
20,Female,Finance,4.347509181,Telegram,71,9.516199381,8.76224823,7.002958001,6,5.135859169,0.569587373,9,FALSE,FALSE,2,12,20.26352973,7.417667647
22,Female,Education,4.03046122,TikTok,77,7.923021514,2.399056832,2.19682365,5,9.517049629,0.940460435,10,FALSE,FALSE,3,0,19.32435886,2.378219336
40,Male,Health,0.843703811,TikTok,70,6.973277276,8.105513614,7.202921754,1,7.214967971,,2,FALSE,FALSE,4,20,7.723049027,7.688304824
54,Female,Education,5.252757154,Facebook,66,7.865628621,5.759580938,4.707212589,9,8.587341388,0.848793595,9,FALSE,FALSE,1,6,12.35414903,4.357038037
26,Male,Education,3.649743207,Telegram,46,5.679311332,2.753751955,1.797202234,10,,0,4,FALSE,TRUE,1,21,0,2.330058829
32,Male,Finance,0,Telegram,79,6.965398985,6.33768646,6.13884479,9,5.605319055,1.139597429,9,FALSE,FALSE,3,22,4.198799286,5.901926973
20,Male,Education,2.082401029,Telegram,56,6.819962949,3.601532539,3.980024189,6,7.806284074,,8,FALSE,FALSE,5,28,13.4135071,4.198440467
46,Male,Health,5.003437544,Telegram,60,5.734512345,8.30902478,8.113751075,5,5.175841891,1.990327282,8,TRUE,FALSE,1,16,11.76745864,7.413088162
23,Male,Finance,1.475314694,Instagram,64,10.729977,2.285716487,,9,5.938681256,1.558430363,6,TRUE,FALSE,6,31,7.312526598,2.511534455
34,Female,Education,,Instagram,56,6.582252076,5.214524081,5.289088274,10,5.891439738,0.08347933,8,TRUE,FALSE,2,5,10.59399503,3.877081399
43,Female,Student,5.411237363,Twitter,64,7.754527469,7.013535998,6.401882378,10,5.778782542,0.393502969,8,TRUE,FALSE,4,11,7.99544562,5.179022551
38,Male,Unemployed,1.45718597,Facebook,59,9.572199238,6.105748388,6.140257029,9,5.838818858,1.020622543,7,FALSE,FALSE,1,2,2.519285687,5.903857978
25,Female,Education,0.89809634,Instagram,55,8.499438126,4.85999905,4.304038183,6,6.042986098,1.13796894,6,FALSE,FALSE,5,0,0,4.007205029
38,Female,Unemployed,4.286445102,TikTok,51,7.920040074,6.768631843,5.677668059,5,5.848924989,0.506870963,3,FALSE,FALSE,4,27,13.04405753,5.613823711
28,Female,Unemployed,3.991824908,Telegram,69,5.877238147,4.927026553,3.43774027,8,7.589988347,1.100518921,3,FALSE,FALSE,3,1,2.541751868,3.528050252
55,Male,Unemployed,4.139620317,Facebook,57,7.962459473,3.645495443,2.481553125,6,5.827187922,0.905650037,1,FALSE,TRUE,1,10,0,2.764538548
25,Female,Finance,2.715386164,TikTok,64,6.585239741,,6.782616957,7,6.27835685,0.204588556,9,TRUE,FALSE,5,9,14.82056368,6.415739896
59,Male,Finance,5.855064737,Facebook,63,7.502988647,8.508108872,7.993029898,5,8.643425219,1.2081884,4,FALSE,TRUE,3,20,3.151023667,8.835471063
41,Male,Unemployed,,Facebook,49,6.175454889,3.131979072,3.006911514,8,6.15828466,1.336468599,6,FALSE,FALSE,3,0,21.94937166,1.95621985
52,Male,Student,2.120563505,Facebook,62,5.589013477,4.209105958,3.652211652,1,6.457891425,0,3,FALSE,TRUE,5,19,0,2.751985739
31,Female,Finance,,Telegram,50,5.966587317,5.733114385,5.257600748,2,6.674411251,,8,FALSE,FALSE,2,1,3.227647546,4.672354818
31,Female,Unemployed,3.28699618,Instagram,54,5.906687281,6.338714197,5.682081674,3,6.402980723,1.658104776,0,TRUE,FALSE,3,24,15.87176458,7.088995037
27,Male,Unemployed,0.105744628,Twitter,60,3.656225516,4.860168031,,8,7.052711018,0.290342225,6,FALSE,FALSE,1,12,2.775581021,3.319330496
29,Male,IT,0,Facebook,64,8.785962195,5.364926264,4.187713946,8,6.283133273,0,9,FALSE,FALSE,4,7,6.499977252,4.803948573
55,Female,Finance,2.934180009,Facebook,74,7.960713959,7.352606161,6.104463992,10,6.570335259,1.835718716,7,FALSE,FALSE,0,0,6.114199669,7.11981777
61,Female,Education,1.8628637,Instagram,55,8.917334713,3.932044529,3.47324998,2,7.592587535,0.806473921,9,FALSE,FALSE,3,2,4.402217963,4.211713997
63,Male,Health,0.924885616,Instagram,63,5.487890613,2.143571002,1.547625161,6,6.185939669,1.068972274,7,FALSE,FALSE,2,3,20.15421793,0
51,Female,Education,2.180771885,Telegram,62,6.458479928,4.055294536,2.585042197,9,6.157950053,2.239772737,4,FALSE,FALSE,2,27,13.59504411,
58,Other,Finance,4.12263963,TikTok,74,6.357958286,6.486896617,6.312544358,1,6.619321396,1.968784235,5,TRUE,FALSE,2,16,12.22596278,6.199567608
27,Male,Unemployed,3.601011446,Telegram,58,8.292906443,5.594704644,4.721505585,6,8.430763641,1.614913637,3,FALSE,TRUE,3,27,24.1581025,5.399700997
34,Female,IT,2.970113269,Instagram,54,3.835419769,,3.315327219,10,8.349385404,1.187091901,8,TRUE,FALSE,0,8,7.701700519,2.729210591
34,Male,Education,0,Facebook,56,7.352683825,6.152316774,4.792220806,8,8.274945518,0.39930315,7,FALSE,FALSE,4,2,14.27302536,7.062821837
20,Female,Health,0,Facebook,73,8.623435104,2.102879272,2.041898362,6,5.07485679,1.028903574,10,FALSE,FALSE,5,17,6.484542401,1.017086482
48,Male,Unemployed,5.663378196,Facebook,57,9.001809467,5.705530566,5.925878334,1,5.906031479,1.17520007,3,FALSE,FALSE,1,10,0,4.158883736
18,Male,Education,2.851588235,Twitter,76,5.55665519,8.620376627,7.937884446,9,8.047476066,2.209971167,7,FALSE,FALSE,2,26,5.158355418,7.109134313
29,Female,Student,4.625650529,Twitter,69,6.420097259,8.590957112,7.538633463,9,10,2.020597294,7,FALSE,TRUE,2,25,6.752536493,8.148290615
56,Female,IT,3.261901244,TikTok,57,6.773395683,4.993579783,5.012065783,9,7.542596437,2.033827028,1,FALSE,FALSE,3,20,7.468648447,4.136774451
21,Male,Finance,,TikTok,65,8.481377081,7.588021064,5.864102257,3,5.686131927,2.349381385,4,FALSE,FALSE,2,31,10.55922669,6.376799438
59,Male,Education,2.195863219,Facebook,61,7.928658508,3.213006753,3.502678344,10,8.733867903,,2,TRUE,FALSE,3,13,13.57203395,3.228577332
30,Male,Education,5.329656601,TikTok,61,7.748516443,8.715588365,8.096961906,6,5.28059552,1.282238169,8,FALSE,FALSE,3,2,0,6.112752038
51,Female,Education,4.172545033,TikTok,45,8.031674465,4.194080698,3.857301226,9,6.846712937,,10,FALSE,FALSE,2,19,31.70559744,4.376699377
59,Female,Education,1.450152105,Facebook,55,7.152235481,8.178021451,7.22189134,2,3.652564776,0.099201758,5,TRUE,FALSE,3,4,13.63709977,6.632964041
38,Female,Health,4.792152352,Instagram,53,7.035355639,2.238432184,1.908363658,4,,0,7,FALSE,FALSE,1,3,9.924497385,1.068682264
39,Female,Student,1.477747778,Instagram,59,8.10117034,3.77809694,3.830152172,10,5.698988386,1.719014399,4,FALSE,TRUE,1,18,17.96718252,3.812174957
21,Female,Unemployed,,Twitter,58,9.37694107,7.522136637,6.608037398,6,5.389800194,,1,FALSE,FALSE,1,22,0,6.171464293
35,Female,Student,0,Twitter,47,8.147128642,2.391252203,2.193731297,4,4.106444958,0.573494168,9,TRUE,FALSE,1,26,23.8495566,1.563883714
22,Female,IT,2.612482816,Telegram,79,4.202371697,3.040170269,2.312750361,8,7.773967121,0.333881861,2,TRUE,FALSE,4,6,0,2.670811607
36,Female,IT,3.508599312,Telegram,54,3.876263132,5.951508453,5.680970186,7,5.453164609,,1,TRUE,FALSE,3,9,5.681016861,5.29322989
19,Female,Health,1.867838796,Instagram,65,7.635585137,,5.164107472,7,9.811706141,0.00092778,4,TRUE,TRUE,1,15,8.864362837,4.007753483
29,Male,Student,4.547842128,Twitter,50,6.491954537,4.707932668,5.35041635,9,7.535753503,,5,FALSE,FALSE,1,7,2.753738414,6.172763411
34,Male,IT,0.597363339,TikTok,73,9.149533559,4.434922184,,6,4.847860947,0.858900216,5,FALSE,FALSE,5,29,17.42594793,5.68967325
27,Male,Finance,4.506198239,Instagram,51,8.238964397,3.448910178,3.100794005,1,3.699787359,0.407297108,2,FALSE,FALSE,2,30,18.04762801,2.3612335
51,Female,Student,3.65900919,Twitter,64,3.186324483,2.206685987,1.654518609,9,6.907444458,0.321997175,9,TRUE,FALSE,3,27,10.63540977,0.76251208
23,Male,Education,1.451424902,Twitter,65,7.232577438,7.629713428,7.45615238,8,5.315976384,0.817875063,1,FALSE,FALSE,2,1,13.80740002,6.640495446
25,Male,Student,0,Facebook,67,5.971919545,5.965334303,5.850775585,8,8.791795284,1.126544011,9,FALSE,FALSE,0,23,8.901965072,
28,Other,Finance,6.159245816,Telegram,57,7.704631578,4.204723657,3.738320942,3,4.206136424,0.66480851,3,FALSE,TRUE,2,5,19.5196542,4.382795418
29,Female,Education,2.941722591,Instagram,53,6.78273899,7.02428179,6.345647789,8,5.717889915,1.065288323,2,FALSE,FALSE,2,17,10.05244979,5.444142733
26,Other,Student,1.907760927,Instagram,60,8.88205366,2.633217216,2.630735084,10,7.078611583,1.101013106,6,FALSE,TRUE,3,20,2.875652942,3.431764779
19,Male,Education,2.215596462,TikTok,59,8.005616274,4.313374606,,4,5.003451474,1.72986414,7,FALSE,TRUE,0,4,0,4.203862208
25,Female,Education,1.039144113,Twitter,57,9.243084609,,,10,7.783870948,0,3,TRUE,FALSE,2,30,18.63870873,8.960371071
28,Male,Health,4.304324009,Telegram,67,9.394550346,8.013465502,6.986125252,7,3.702070258,1.276585721,9,FALSE,TRUE,1,13,21.69916148,8.861123886
53,Male,Finance,,Telegram,63,5.055332329,4.639105351,3.862778655,3,6.687958225,0.749080077,3,TRUE,FALSE,1,4,24.97646325,5.462246222
27,Male,Health,0.193656476,TikTok,70,10.58652568,5.038603211,4.320374462,5,7.018472283,0.006723234,5,FALSE,TRUE,2,10,19.4656795,2.435053073
38,Female,Student,,TikTok,61,7.129436441,3.934630866,2.85508244,4,,0.243799686,7,FALSE,FALSE,2,28,11.37411322,2.655650524
37,Male,Unemployed,0.36715266,Twitter,58,8.162110788,8.99392078,8.77751326,10,6.127071842,0.807441131,3,FALSE,FALSE,1,28,10.16502411,8.91114531
65,Female,Education,4.582538418,Instagram,57,4.751585148,7.74649255,6.485590285,10,7.235390706,0.430217012,5,TRUE,FALSE,0,19,6.41986672,5.745638563
25,Female,Student,,Instagram,58,9.505859894,5.988162907,4.855283404,5,7.074368356,0.495652293,0,FALSE,FALSE,1,1,0,4.415887182
53,Male,Student,5.329514939,Facebook,57,6.927831823,8.771111915,7.047365155,1,5.228755135,0,4,TRUE,FALSE,1,15,9.259281867,7.392018668
46,Male,Unemployed,5.948507466,Instagram,62,8.571527244,7.278319166,6.453700664,3,9.271801365,2.094067784,8,FALSE,FALSE,0,20,11.58052145,8.052241735
59,Male,Health,2.223081849,TikTok,61,10.03805842,8.585890839,7.350669335,3,6.968335358,2.208204095,3,FALSE,FALSE,2,11,14.98871369,10
29,Female,Student,1.450911458,Instagram,60,10.21937659,7.108920799,,6,6.967373089,0,5,FALSE,TRUE,2,11,12.29805141,6.577773502
31,Male,Finance,,Telegram,68,4.915877505,2.526168305,1.750537189,6,5.695277335,2.052347398,3,FALSE,FALSE,3,26,16.37341238,2.262820211
65,Male,Education,0,Twitter,67,7.154112175,2.746596765,2.617485585,4,6.200065939,0.72752887,10,FALSE,TRUE,2,27,14.24469227,2.38805154
38,Male,IT,0,Facebook,53,6.884903742,,3.357841601,6,6.537689543,1.388356737,7,TRUE,TRUE,0,3,0.160294169,2.44626378
39,Female,Unemployed,1.917984404,Instagram,73,3.668934435,,3.399796399,10,5.93824986,1.276322334,9,FALSE,FALSE,2,17,24.75537378,
38,Male,Finance,0,Facebook,62,9.40406987,2.444825473,1.894154629,7,6.165595559,0,3,FALSE,FALSE,3,3,14.0470596,2.158942237
61,Male,IT,4.475296267,Facebook,65,7.260216382,6.036640719,4.91377873,8,5.584090306,0,6,FALSE,FALSE,0,27,0,4.863124404
47,Male,Unemployed,3.951529613,TikTok,52,5.452149487,7.408427603,6.585846187,7,7.048831536,0,7,TRUE,TRUE,2,1,0,7.19899233
56,Female,IT,3.956540634,Instagram,74,6.384776712,2.451469051,1.210145839,7,8.863592126,0.56859763,1,FALSE,FALSE,1,29,5.356887483,0.63971837
37,Male,Health,5.343206431,Telegram,76,4.789287354,3.834811132,4.006499365,6,9.038212402,2.679419391,1,FALSE,FALSE,3,2,0,4.129190541
41,Female,IT,,Twitter,63,7.904159539,6.235550526,6.594223852,2,5.286340769,0.767782402,8,FALSE,FALSE,0,20,6.920470469,6.27983847
40,Male,Education,0.785602456,Instagram,53,5.766040607,4.982383238,4.926533845,1,5.756753122,2.051500715,3,FALSE,FALSE,2,23,7.454398861,6.73805208
24,Female,Health,5.258471622,TikTok,61,6.595987399,7.838844123,7.268437778,6,4.006598814,2.096598121,1,FALSE,TRUE,2,14,16.30387535,7.147788865
26,Female,Finance,1.868262839,Instagram,56,6.33927161,4.420642322,4.792360296,3,9.611659011,1.112408787,4,FALSE,TRUE,1,1,0,
18,Female,Finance,3.785394204,TikTok,60,10.01441666,2.790338613,,4,7.275911575,0.884665936,5,TRUE,FALSE,1,12,14.48913135,0
43,Male,Finance,0,TikTok,69,5.323221494,8.593701632,7.760026757,3,6.366297899,0.389297624,8,FALSE,FALSE,3,20,2.950144136,6.406690147
55,Male,Unemployed,5.143119159,Telegram,61,6.224325708,3.066055397,2.866021941,2,5.907553984,1.026410199,3,FALSE,FALSE,1,6,20.33531202,
55,Male,Student,3.707002117,TikTok,56,5.869119421,7.763260715,6.890476638,6,8.98816882,1.362245974,1,FALSE,FALSE,1,18,0,6.820137676
61,Female,Health,0,Facebook,65,7.128688864,4.405060212,4.223550829,1,6.583475859,0.788836906,2,TRUE,FALSE,0,18,0.940492326,
39,Female,Health,5.934999441,Telegram,65,7.571143385,4.97541646,5.184282517,10,,1.134266259,2,FALSE,TRUE,1,23,11.38666565,4.967182454
61,Male,Health,3.308360194,Facebook,68,6.106394014,4.036612619,3.97960602,10,5.672425265,2.006431536,3,FALSE,FALSE,0,19,8.161633129,3.054147494
27,Female,Education,6.865368012,Telegram,65,6.886957524,5.507449757,5.124470881,4,6.20978368,0.284552478,7,TRUE,FALSE,1,15,0,
23,Male,Health,0,Twitter,60,6.327609955,7.334372979,5.773370918,5,6.146103403,1.012207272,1,FALSE,FALSE,5,18,18.17617428,6.372540045
34,Female,Education,3.710685245,Telegram,61,4.085699018,7.639153604,7.481571884,9,,1.599471782,9,FALSE,TRUE,2,7,13.48275746,
55,Male,Unemployed,1.783862455,Facebook,67,7.747436544,,4.273684856,10,6.128898529,0.341559604,2,TRUE,FALSE,3,19,18.40234827,3.50689601
41,Male,Finance,2.399685849,TikTok,68,9.312812049,3.180646576,,7,6.730334821,0.472205925,6,TRUE,FALSE,2,10,0,2.468906499
27,Male,Student,3.297112105,TikTok,61,7.863016541,,5.696976094,8,,1.977004826,6,TRUE,TRUE,1,27,2.908748045,6.498019908
25,Female,IT,0,TikTok,74,4.394744192,4.678740345,4.452877018,10,6.802173827,1.371232586,2,FALSE,TRUE,1,9,8.788981741,4.187045511
38,Female,Student,7.216650537,Telegram,59,8.864568408,8.879037123,8.323199404,6,8.47134653,1.135416989,2,FALSE,FALSE,3,22,4.589897366,6.63599417
23,Male,Student,6.465237506,Telegram,50,4.022744661,2.554587292,2.245837017,10,7.063804259,0.584258995,7,FALSE,FALSE,5,7,17.20309382,2.261457889
38,Female,Unemployed,3.449593523,Facebook,56,4.131291859,2.912716583,,,5.670807201,0.292823901,0,FALSE,FALSE,4,24,14.38809163,1.181977166
56,Male,Student,0.364615605,Twitter,61,8.585828208,3.928153856,,3,5.338954666,1.376458535,1,FALSE,FALSE,2,0,4.275503227,1.39310037
41,Male,IT,2.424072586,Twitter,48,4.985994634,,6.296216564,2,4.574857767,0,0,FALSE,FALSE,1,15,12.32373331,5.710777306
50,Male,Education,3.465812068,Telegram,74,7.375465579,2.671775653,3.486287894,4,6.493258191,0.875944937,3,FALSE,FALSE,1,2,9.923918852,4.810645598
